objectid,pghdb_sde_zoning_area,perimeter,zoning,zoning_id,zon_new,shape_leng,correctionlabel,full_zoning_type,legendtype,municode,status,globalid,created_user,created_date,last_edited_user,last_edited_date,shape_area,shape_length
880,43949.99573909,955.8370376,657,657,UNC,7992.56958918,,URBAN NEIGHBORHOOD COMMERCIAL,Urban Neighborhood Commercial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.04UN*,Approved,8b2b38b6-af55-4207-a86d-034a12b89e06,,,,,874878.084106445,7103.40948701807
881,19452.36215372,553.34556394,1003,1003,UI,85112.9743109,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,13baf729-5b93-4d40-a55f-7e30d56da15d,,,,,19452.362121582,553.345563929774
882,6571.30688983,365.26481882,657,657,UNC,7992.56958918,,URBAN NEIGHBORHOOD COMMERCIAL,Urban Neighborhood Commercial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.04UN*,Approved,eb8fce68-5f4e-46fc-8d65-a8abd0a35c67,,,,,6571.30688476563,365.26481879555
883,390361.26594878,3677.19171027,831,831,RM-M,4924.54457066,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,941ca570-2338-4227-a5be-d3d56341fe52,,,,,390361.265869141,3677.19171026932
884,678879.74308968,4235.63843379,935,935,R1A-VH,24302.2503966,,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,f87e092e-de22-4e1f-a9a0-8f6dd8d3623b,,,,,680146.992736816,4241.24853028787
885,1986513.47364378,10833.36120482,864,864,R1A-H,7365.48075198,,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,cc2574ff-517f-49a5-9cad-e27790011fab,,,,,1984484.0670166,10826.3242688646
886,69851.38312799,1470.13853462,852,852,LNC,2592.37745749,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,81098d86-97bd-4e7c-a73a-8bc643eb751c,,,,,69851.3831787109,1470.13853465718
887,20106.1899503,588.52100933,935,935,P,24302.2503966,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,ccddaa27-e87a-4aed-9c71-fa252fc3dcae,,,,,20106.1899414063,588.521009330014
888,168860.29119285,2183.1237105,935,935,LNC,24302.2503966,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,15ed8218-9bdc-44a9-8a60-24a85b8f0ffe,,,,,168860.291259766,2183.12371045821
889,219481.74395629,2408.83357452,935,935,R1A-VH,24302.2503966,,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,b9a67683-c52e-49a5-8d30-84141c100505,,,,,219481.743835449,2408.83357447183
890,1264322.97264299,5086.5362177,967,967,R1D-M,11377.9745811,,SINGLE-UNIT DETACHED RESIDENTIAL MODERATE DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,ae1b2b1f-e8a8-442f-af1a-f73dc78e7247,,,,,1264322.97253418,5086.536217718
891,541024.8093795,4690.77101284,967,967,R1D-VL,11377.9745811,,SINGLE-UNIT DETACHED RESIDENTIAL VERY LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,f993cfee-74de-4b80-bac2-113a6d75d1a0,,,,,541024.809387207,4690.771012855
892,128956.33495132,2008.79721119,939,939,P,9903.39407737,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,7549eaa5-3269-4a89-a07c-376f5c6ff8f2,,,,,128956.335021973,2008.79721114817
893,593693.04359312,6690.09645964,943,943,UI,6369.52611004,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,83a346bc-d93c-4658-bf22-fe5f5cea0842,,,,,593693.043640137,6690.09645969078
894,290714.84313659,3408.64244905,943,943,R2-H,6369.52611004,,TWO-UNIT RESIDENTIAL HIGH DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,0a57bd77-ce71-48de-aa00-42e45ab13f58,,,,,290714.843078613,3408.64244909911
895,208456.57976714,2921.80419512,943,943,H,6369.52611004,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,944ada5f-fa0f-4db0-9aea-4f45b6aba394,,,,,208456.579833984,2921.80419513941
896,144221.21237456,1704.16681512,943,943,P,6369.52611004,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,c1cef531-b526-4dfb-9250-e7e70d6b161d,,,,,144221.212341309,1704.16681514597
897,70404.91153154,1217.45367047,231,231,UI,2523.53738828,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,1cb45d82-cf66-4e2b-ae51-7d463152b967,,,,,70404.911529541,1217.45367049426
898,205500.89417987,2229.07586025,306,306,GI,53760.9086084,,GENERAL INDUSTRIAL,General Industrial  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.06GI*,Approved,02466db0-eddb-4d99-ab90-f38bf45d8696,,,,,205500.894195557,2229.07586022955
899,12640.14157412,460.91762382,826,826,R1D-H,1236.20713359,,SINGLE-UNIT DETACHED RESIDENTIAL HIGH DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,3c31d0c7-e2e0-434f-a071-8b23860268c4,,,,,12640.1416625977,460.917623789458
900,1015489.79826342,5598.13782193,,,SP-9,,,BAKERY SQUARE,Specially Planned,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.01SPSPPLDI,Approved,938e782a-fa9f-4e88-a795-736b8da7c668,,,,,1015489.79821777,5598.13782195217
901,4891571.14476564,12450.78692072,783,783,P,12419.8725277,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.,Approved,96e190fa-198f-4548-aa0b-7336852f6522,,,,,28794.424621582,783.884951369808
902,3547723.70950239,7933.32857669,479,479,GT-E,7933.32857669,,GOLDEN TRIANGLE DISTRICT E,Golden Triangle ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH910DODI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH910DODI_910.01GTGOTRDI,Approved,7ec0b04b-4e87-42f4-88ee-0ac46fbee6d0,,,,,539999.5390625,4255.28125088828
903,3547723.70950239,7933.32857669,479,479,GT-E,7933.32857669,,GOLDEN TRIANGLE DISTRICT E,Golden Triangle ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH910DODI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH910DODI_910.01GTGOTRDI,Approved,e95e554d-6684-4d59-a7e9-a2f73cc88bee,,,,,503986.347717285,2864.64086679951
904,13811654.6168648,30688.38513507,186,186,R1D-L,30688.3851351,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,6d5831d0-cc09-4dc9-aaeb-77fccfa3c1dc,,,,,960559.481781006,4845.28027230911
905,426874.33749832,3192.2286166,516,516,RM-H,2766.87074877,,MULTI-UNIT RESIDENTIAL HIGH DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,98609d16-f92b-4b02-a3b6-157b7c55b956,,,,,162543.019165039,2465.00659026776
906,162137.5792689,1606.48680019,485,485,R1A-H,1927.35918041,,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,b2f0a003-a706-4efd-9973-110ad3338262,,,,,117230.194152832,1471.39220460796
907,3074181.40821255,14469.96218842,617,617,RM-VH,13640.681937,,MULTI-UNIT RESIDENTIAL VERY HIGH DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,383d4ac5-cfc5-42ab-b7ef-e947982caab2,,,,,3042323.36590576,14041.1468140599
908,2314282.35961327,18625.82911308,975,975,LNC,18625.8291131,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,adf7adba-7e0c-4771-b09c-f598121a7249,,,,,2072245.11621094,17898.2161285429
909,18776804.4822998,54029.40408294,306,306,GI,53760.9086084,,GENERAL INDUSTRIAL,General Industrial  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.06GI*,Approved,ffd99beb-6d5e-42a0-8f0c-9c604a23d679,,,,,15150.3335266113,502.019077804583
910,36011.14614395,855.20416812,279,279,LNC,855.20416812,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,846119f8-84b7-4b02-9a9c-c2fb1281b23c,,,,,43977.744140625,964.487902313258
911,580750.08919227,6263.29175721,416,416,UPR-A,6263.29175721,,UPTOWN PUBLIC REALM DISTRICT A,Uptown Public Realm,https://library.municode.com/pa/pittsburgh/codes/code_of_ordinances?nodeId=PIZOCO_TITNINEZOCO_ARTIVPLDI_CH908PUREDI,Approved,63ad061d-d0a7-4e1f-b5c4-917b8738e062,,,,,1532845.12945557,9375.46016143758
912,3005433.44415841,7562.05591008,,,SP-8,,,RIVERFRONT LANDING,Specially Planned,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.01SPSPPLDI,Approved,692a5868-8f18-408f-9d2b-99311ed72189,,,,,2508531.97296143,7603.42734006243
913,1431557.22521876,8536.76009675,574,574,R1D-M,8536.76009675,,SINGLE-UNIT DETACHED RESIDENTIAL MODERATE DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,1c6785dc-1465-487d-97ef-488a3f1ce6ea,,,,,1431557.22491455,8536.760096771
914,167129.37992443,3025.34193019,283,283,P,3025.34193019,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,f3bcd56d-02d6-4dad-bfc5-87cde3b51359,,,,,146240.137939453,2889.23809092411
915,8853116.66300629,24465.32665299,356,356,R2-L,24465.326653,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,11a376f1-20ee-46ea-8fe1-7c19e91334e3,,,,,8866242.39892578,25216.2447060669
916,3547723.70950239,7933.32857669,479,479,SP-11,7933.32857669,,LOWER HILL ,Specially Planned,https://www.municode.com/library/pa/pittsburgh/codes/code_of_ordinances?nodeId=PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI,Approved,9cc9bc4d-01f1-4324-a24b-b2adaae82e1d,,,,,1892244.13812256,7779.75016605418
917,1387184.58182443,8504.09568226,490,490,RP,8504.09568226,,RESIDENTIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved,2b02eb59-9507-41cf-8d96-43064eea71f6,,,,,1385611.57299805,8504.12690995962
918,7025591.07392463,45359.31720749,435,435,H,45359.3172075,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,9e4f80a8-d7e7-4c1d-8fd1-d651312f77cf,,,,,6899069.52514648,45973.9776431395
919,580750.08919227,6263.29175721,416,416,UPR-B,6263.29175721,,UPTOWN PUBLIC REALM DISTRICT B,Uptown Public Realm,https://library.municode.com/pa/pittsburgh/codes/code_of_ordinances?nodeId=PIZOCO_TITNINEZOCO_ARTIVPLDI_CH908PUREDI,Approved,62e612c3-a0bc-412d-97f7-056a903ad60a,,,,,2680188.53460693,9510.49552662082
920,3547723.70950239,7933.32857669,479,479,GT-E,7933.32857669,,GOLDEN TRIANGLE DISTRICT E,Golden Triangle ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH910DODI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH910DODI_910.01GTGOTRDI,Approved,9a0df9bb-c6a2-451d-af17-f83115c4d08f,,,,,360978.306152344,2724.78556168695
921,178895.2522868,3205.94689675,0,0,AP,1996.6531022,,RESIDENTIAL/COMMERCIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved,7630680d-e969-4a7c-a95c-539b73942bb8,,,,,177720.590393066,2879.37698242428
922,229106.38312799,3747.33716216,0,0,R2-H,2779.76609758,,TWO-UNIT RESIDENTIAL HIGH DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,e7efad65-bc9d-49f9-a973-a4a3e16fbe9f,,,,,230267.915344238,3420.79405297401
923,3600574.94518464,9621.96082744,366,366,SP-1,9621.96082744,,PITTSBURGH TECHNOLOGY CENTER,Specially Planned,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.01SPSPPLDI,Approved,4da236af-3fef-4611-8884-c7dd43b6b176,,,,,4167216.69287109,10930.0393849808
924,7937615.89055837,15870.65962884,338,338,SP-5,15131.4507117,,SOUTHSIDE WORKS,Specially Planned,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.01SPSPPLDI,Approved,2d9b7f88-4a28-4967-a155-0c937cec3245,,,,,8576977.53012085,17102.2339967517
925,18776804.4822998,54029.40408294,306,306,GI,53760.9086084,,GENERAL INDUSTRIAL,General Industrial  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.06GI*,Approved,87cd46b7-5c8d-483e-8b43-415c8b33ba18,,,,,354702.503723145,2495.48686763327
926,642183.4019573,5714.86297178,0,0,RIV-RM,5714.86297178,,RIVERFRONT MIXED RESIDENTIAL,Riverfront,https://library.municode.com/pa/pittsburgh/codes/code_of_ordinances?nodeId=PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.04RIRI,Approved,fb5b22d5-dc6b-4158-a9e3-79ec3d5cf5db,,,,,642183.401855469,5714.86297177638
927,8242790.12399226,20692.00911916,306,306,SP-10,53760.9086084,,ALMONO,Specially Planned,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.01SPSPPLDI,Pending,96caf610-db9e-4b44-8201-f513c7c1fe8c,,,,,10898386.6673889,19831.2300711492
928,23181260.8282942,66499.8826716,779,779,UI,66499.8826716,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,52db78f4-05af-4a05-9cf4-c71939a82c4a,,,,,2407423.97271729,13919.0581031282
929,28955780.6702696,30785.30289773,982,982,GI,30755.2925964,,GENERAL INDUSTRIAL,General Industrial  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.06GI*,Approved,5a2c705a-da60-4cd7-801a-fc24a3d5d7f1,,,,,2874796.75561523,7806.95396051597
930,28955780.6702696,30785.30289773,982,982,GI,30755.2925964,,GENERAL INDUSTRIAL,General Industrial  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.06GI*,Approved,c6d85db3-df9c-4825-b5d5-b615083f0373,,,,,3146282.97412109,14929.8690503589
931,23181260.8282942,66499.8826716,779,779,UI,66499.8826716,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,5a2c16b0-74e6-4c5e-a3c9-41fb34c0e38c,,,,,4240772.13757324,20568.4391405398
932,4527604.13508355,23760.37778617,408,408,UI,23760.3777862,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,ffda6f2f-403f-4332-9177-0b9a7a341abc,,,,,832517.915008545,12816.0942713815
933,1127016.27864199,7132.63304721,340,340,UI,7132.63304721,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,7cae85f2-917c-45bd-8dcd-be911d857ece,,,,,214429.231658936,2673.50971827664
934,1127016.27864199,7132.63304721,340,340,UI,7132.63304721,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,a8477a13-5bf0-4f4f-8bdc-8d4815a01c7a,,,,,12027.0970153809,438.765244516925
935,18776804.4822998,54029.40408294,306,306,GI,53760.9086084,,GENERAL INDUSTRIAL,General Industrial  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.06GI*,Approved,20c47728-8f8d-4406-b3e4-a388b84325d3,,,,,2180524.48141479,13621.3025950214
936,18776804.4822998,54029.40408294,306,306,GI,53760.9086084,,GENERAL INDUSTRIAL,General Industrial  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.06GI*,Approved,c8eb8889-2f67-4e86-a1c2-ed45a4fafb23,,,,,951640.889190674,4640.83863401656
937,2132035.92013019,10389.50370098,723,723,UI,10389.503701,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,8d7c8e6e-fd2a-4636-9a9d-d2828cee398e,,,,,378785.318603516,4952.05329662879
938,17584318.256276,46150.3420028,1013,1013,GI,46068.1886743,,GENERAL INDUSTRIAL,General Industrial  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.06GI*,Approved,2a3af7ec-7589-43e3-9ef9-e99f85daf6b5,,,,,21193.8259887695,998.798404831432
939,152815.28685491,1790.46904626,998,998,LNC,1790.46904626,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,aa35fdf7-25cf-4554-9c2e-0a2892b68700,,,,,58974.5645751953,1139.60877948325
940,22196100.515664,80078.30181462,1003,1003,UI,85112.9743109,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,fdabbe1f-5409-49c9-b649-9e97a3b696eb,,,,,400006.17388916,5620.39374898616
941,22196100.515664,80078.30181462,1003,1003,UI,85112.9743109,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,554ef34e-97a1-438d-8dd3-c68b153bbfed,,,,,24497.1697998047,636.705333564892
942,22196100.515664,80078.30181462,1003,1003,UI,85112.9743109,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,84e2d58f-0d23-4261-ad47-cfadbfe05bbd,,,,,12000.016418457,482.103565195887
943,22196100.515664,80078.30181462,1003,1003,UI,85112.9743109,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,31d83d5e-dd79-451e-93e8-00fd05a7b38d,,,,,117452.999084473,1946.01299338502
944,22196100.515664,80078.30181462,1003,1003,UI,85112.9743109,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,2d054dc1-ec5c-4861-bc07-20ab686d0b9a,,,,,280302.512756348,2754.76376564803
945,22196100.515664,80078.30181462,1003,1003,UI,85112.9743109,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,1f983e99-8787-495f-934c-d206eb9bbba4,,,,,8927900.79394531,41373.7163547605
