objectid,pghdb_sde_zoning_area,perimeter,zoning,zoning_id,zon_new,shape_leng,correctionlabel,full_zoning_type,legendtype,municode,status,globalid,created_user,created_date,last_edited_user,last_edited_date,shape_area,shape_length
66,679297.95486173,5742.1022703,69,69,NDI,5742.1022703,,NEIGHBORHOOD INDUSTRIAL,Neighborhood Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.03ND*,Approved,81363d6c-191f-4171-a94d-8ace3752313c,,,,,679297.954803467,5742.10227029831
67,798689.96635065,7620.31631634,70,70,LNC,7620.31631634,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,4770345f-902d-4fc7-ab59-03606c6ff487,,,,,798689.966217041,7620.31631637344
68,67076.48904578,1103.63075464,71,71,UI,1103.63075464,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,f5f65cf1-98de-449c-ac3e-f7f34891a2c9,,,,,67076.4890441895,1103.63075464631
69,3088210.94398687,10114.84717527,72,72,R2-L,10114.8471753,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,fd0198dd-abe4-4816-9882-3b650de4404f,,,,,3088210.94393921,10114.8471753439
70,69104.50034643,1272.85923687,74,74,RM-M,1272.85923687,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,d43cdf60-6bb9-4414-ad21-c47d7142339d,,,,,69104.5003356934,1272.85923686347
71,411874.47304713,3122.76517693,75,75,R1A-H,3122.76517693,,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,e3b38b1c-9c70-4db3-b5e3-52a988fe4fdb,,,,,411874.473083496,3122.76517698098
72,307275.29402455,3609.15926929,76,76,R1D-H,3609.15926929,,SINGLE-UNIT DETACHED RESIDENTIAL HIGH DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,a0e49750-b605-44e6-b516-834784f1d8a5,,,,,307275.294067383,3609.15926929432
73,709571.34790919,4623.1410729,78,78,R2-L,4623.1410729,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,aae79239-550e-4d7f-8021-9774b233bf5a,,,,,709571.347900391,4623.14107286772
74,1033992.83081891,7908.87216787,79,79,HC,7908.87216787,,HIGHWAY COMMERCIAL,Highway Commercial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.05HC*,Approved,05f2c96f-193b-4216-a903-af7acb4625a0,,,,,1033992.83087158,7908.87216786875
75,391605.34559309,3211.263516,80,80,UI,3211.263516,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,2b649a89-4b6b-4420-aeff-99af0bf20177,,,,,391605.345581055,3211.26351601031
76,385187.82616007,2700.8802392,81,81,RM-M,2700.8802392,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,833acf5a-dfd3-4090-9a6c-33cc9a156ef7,,,,,385187.826202393,2700.88023920568
77,52759.23437254,1055.89746092,82,82,HC,1055.89746092,,HIGHWAY COMMERCIAL,Highway Commercial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.05HC*,Approved,42bc4163-2251-4f96-aaaa-23276268f910,,,,,52759.234375,1055.89746092126
78,247715.64891014,2981.01060065,83,83,R1D-H,2981.01060065,,SINGLE-UNIT DETACHED RESIDENTIAL HIGH DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,72f90a67-0498-47d9-8b00-ba0a0fed67aa,,,,,247715.648864746,2981.01060064016
79,324040.86196065,3276.37644219,84,84,R1D-L,3276.37644219,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,0b0cb3b0-0137-42b1-a21c-4b117c9da82f,,,,,324040.861968994,3276.37644213953
80,104384.99136833,1902.66787493,86,86,H,1902.66787493,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,64b6288d-c82c-4d44-91e6-6c1b6b4ccf7a,,,,,104384.991394043,1902.66787491921
81,45337.28073731,855.01235761,88,88,P,855.01235761,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,e05e4ebd-4d88-4d19-b81e-a34ef90f49e6,,,,,45337.2807312012,855.012357588359
82,60287.59507864,1040.25910852,89,89,RP,1040.25910852,,RESIDENTIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved,638e246c-727e-4f5e-9658-5d140213d21c,,,,,60287.5950622559,1040.25910850241
83,40177.48203558,920.98634722,90,90,LNC,920.98634722,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,f74e79e4-3763-4788-8605-4c5a9386935b,,,,,40177.4820861816,920.986347201823
84,577846.04831185,5469.02069235,91,91,H,5469.02069235,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,b78537a6-4d5c-469e-b1f8-5a3710896a48,,,,,577846.048431396,5469.02069226387
85,633292.85921725,4119.8716028,92,92,R2-L,4119.8716028,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,ec90cba9-0a43-4f7e-a1e0-fddf3916dbd5,,,,,633292.859222412,4119.87160279549
86,616220.16072129,4085.50900752,93,93,R1D-L,4085.50900752,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,373a4bfa-06b8-4378-92d5-1f64b9826cf4,,,,,616220.160858154,4085.5090074751
87,607138.65041537,5982.57636636,94,94,HC,5982.57636636,,HIGHWAY COMMERCIAL,Highway Commercial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.05HC*,Approved,1d415183-0cb4-440f-88e6-a74cce20a59d,,,,,607138.650299072,5982.57636631805
88,3075480.10568702,10760.43098879,95,95,R1A-H,10760.4309888,,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,c6b7e4db-b869-4944-ab7c-fa870515750a,,,,,3075480.10583496,10760.4309887892
89,78206.73559873,1404.61526486,96,96,P,1404.61526486,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,b0f82c41-cc2b-4cc2-8bc5-25a1ed198569,,,,,78206.7355957031,1404.61526489559
90,240912.92116722,2053.98755725,97,97,P,2053.98755725,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,d2227e9b-abd0-475a-8d3a-3ec6e728f2fd,,,,,240912.921234131,2053.98755727651
91,107676.28641444,1619.29666125,98,98,P,1619.29666125,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,cd5e05f2-2f66-48d8-9106-f8d544ec5ab0,,,,,107676.286376953,1619.29666121336
92,682759.89274852,4770.14909227,100,100,R2-L,4770.14909227,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,239f2016-d84e-4030-a4d4-46a208706b99,,,,,682759.892669678,4770.14909225764
93,131720.10892815,1732.21543704,101,101,H,1732.21543704,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,d47260e1-4813-4757-800d-930d60a4625a,,,,,131720.108825684,1732.21543703265
94,451252.23869046,2796.93462886,102,102,P,2796.93462886,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,2cee734d-a5db-4c65-a9b0-e9d640f2f9cd,,,,,451252.238739014,2796.93462882996
95,88484.24513562,1757.53155861,103,103,LNC,1757.53155861,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,b7ec9530-8dec-47a4-971f-d3b0b14099f9,,,,,88484.2450866699,1757.53155861067
96,142562.89404251,1571.66443781,116,116,H,1571.66443781,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,3ab69fd5-6ca0-49a2-a730-b32cf805c897,,,,,142562.894073486,1571.66443785909
97,1422297.48637673,5558.473401,104,104,R1D-H,5558.473401,,SINGLE-UNIT DETACHED RESIDENTIAL HIGH DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,737f5a52-6c25-457f-918d-d406fa294bc3,,,,,1422297.48641968,5558.47340102967
98,31675.16157742,838.92250602,105,105,P,838.92250602,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,4ac44496-ccc2-4fcf-a01a-1501b58a3994,,,,,31675.161529541,838.922506024701
99,42581.89753029,933.97591101,106,106,RP,933.97591101,,RESIDENTIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved,0b11e51c-e9d3-4292-a83a-d89caa0cb76e,,,,,42581.8975219727,933.975910965411
100,639762.81778093,5023.62128022,107,107,H,5023.62128022,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,07266e22-9c1e-40de-af9f-624f40dabe4c,,,,,639762.817718506,5023.62128016899
101,562259.83970042,5209.29607675,108,108,HC,5209.29607675,,HIGHWAY COMMERCIAL,Highway Commercial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.05HC*,Approved,58323cf4-5bbd-44a0-b869-c217eeae5642,,,,,562259.83984375,5209.29607674012
102,107581.63866139,1361.73917945,109,109,P,1361.73917945,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,b64735d5-c18d-4cb2-8200-827bd0e8411f,,,,,107581.63861084,1361.7391794368
103,131893.579268,1893.61194976,110,110,LNC,1893.61194976,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,ca9634a0-9e9e-4587-8db2-615a1eab069c,,,,,131893.579376221,1893.61194973156
104,212978.93619731,2786.41422494,111,111,P,2786.41422494,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,b9739f2d-b190-4527-a875-6a5b80762f1a,,,,,212978.936187744,2786.41422496131
105,10536581.3740688,27833.78472933,112,112,R1D-H,27833.7847293,,SINGLE-UNIT DETACHED RESIDENTIAL HIGH DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,e429ab2d-4886-41c6-912b-f0d9e87070bf,,,,,10536581.3743286,27833.7847295777
106,1224063.78059829,6564.17769626,113,113,R1A-VH,6564.17769626,,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,10de8d6a-c94a-4fb0-8ac3-eca32e8300b9,,,,,1224063.78051758,6564.17769624797
107,22318.55104347,636.37755907,115,115,H,636.37755907,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,e4f6b474-ac30-463e-8152-1bdd6c1fa39d,,,,,22318.5510864258,636.37755908707
108,2077375.18583745,16551.87443806,117,117,RM-M,16551.8744381,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,03a0f406-36b7-4b05-ba02-275775f2788e,,,,,2077375.18566895,16551.8744380574
109,339241.06074215,2687.1406617,118,118,RM-M,2687.1406617,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,071fb9cb-c510-4cb2-b417-03f652067cc3,,,,,339241.060760498,2687.1406617412
110,500422.30401618,3741.14377807,119,119,R1D-L,3741.14377807,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,5511fec1-32f9-4542-8ead-7b5acb31c46a,,,,,500422.303894043,3741.14377807863
111,70565.14973156,1074.64722495,120,120,RP,1074.64722495,,RESIDENTIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved,0a5028ec-adc4-470e-8b33-331b9c887339,,,,,70565.1497802734,1074.64722493219
112,1992227.96339814,6697.57457675,121,121,R1D-M,6697.57457675,,SINGLE-UNIT DETACHED RESIDENTIAL MODERATE DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,be667a5d-7383-43d7-a798-14786ac6cccf,,,,,1992227.96337891,6697.5745767366
113,358184.56280361,3850.10399789,122,122,RM-M,3850.10399789,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,f8d10f9d-2a35-476a-a5fc-33821efe416a,,,,,358184.562866211,3850.10399787701
114,290681.75344392,2994.94339344,123,123,AP,2994.94339344,,RESIDENTIAL/COMMERCIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved,896a9576-0d5b-4380-9d37-7854abf5edea,,,,,290681.753509521,2994.94339340605
115,77356.95698426,1123.50054923,124,124,P,1123.50054923,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,307fcbea-f7ec-40a3-a871-1a9395f77ca8,,,,,77356.9568786621,1123.50054926115
116,747646.34071627,7904.10737509,125,125,UI,7904.10737509,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,de05740d-5b98-4670-bd7e-d6a4ea3a69b0,,,,,747646.340576172,7904.10737503175
117,281279.63731876,3409.77241566,128,128,H,3409.77241566,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,308124a5-5c9b-41df-819f-0151b5f26f1f,,,,,281279.637329102,3409.77241568027
118,396290.37328793,5788.32472767,129,129,UI,5788.32472767,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,7ad358b2-89c6-4e4c-a182-e551a48c0b42,,,,,396290.373321533,5788.32472768257
119,860566.26772205,4226.87896488,130,130,R1D-H,4226.87896488,,SINGLE-UNIT DETACHED RESIDENTIAL HIGH DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,972a86f9-00c8-4066-9774-9950facc7303,,,,,860566.26776123,4226.87896484545
120,2286244.66618835,11133.26156137,131,131,R1D-L,11133.2615614,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,36fe200d-ea9f-4ade-9050-10594ab496ae,,,,,2286244.66616821,11133.261561416
121,141017.77738877,1594.63135377,132,132,LNC,1594.63135377,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,c611f66e-937c-4c37-8317-9ac86cc22bb1,,,,,141017.777374268,1594.63135379543
122,472397.96485512,4472.68691564,133,133,HC,4472.68691564,,HIGHWAY COMMERCIAL,Highway Commercial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.05HC*,Approved,4dbaa830-cb88-4c4f-a291-8ca866e342c6,,,,,472397.964752197,4472.6869157184
123,2748285.45156543,8878.29377715,134,134,RM-M,8878.29377715,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,30ecef48-79ca-4c17-8520-070354e5573e,,,,,2748285.4515686,8878.29377711937
124,446159.68901361,4926.78771675,135,135,NDI,4926.78771675,,NEIGHBORHOOD INDUSTRIAL,Neighborhood Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.03ND*,Approved,16ce1d71-cb50-4eeb-8201-163f2bc44bd3,,,,,457005.806121826,4967.73911427804
125,545703.4087179,5045.32475842,136,136,H,5045.32475842,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,c13f983c-e315-4338-869a-cbf7f4a80b7a,,,,,545703.408569336,5045.3247584424
126,586808.91948525,5074.49620221,137,137,HC,5074.49620221,,HIGHWAY COMMERCIAL,Highway Commercial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.05HC*,Approved,27f18ce5-00c5-4a9d-bd00-cdef99a0e5cc,,,,,586808.919555664,5074.49620216706
127,746038.86841694,5063.0860719,138,138,R1A-H,5063.0860719,,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,884c8ec5-3886-4895-a895-247140603f70,,,,,746038.868530273,5063.08607192296
128,3332462.25088341,9930.68969928,139,139,R1D-L,9930.68969928,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,183ae502-74e8-4645-ad3d-3cfd24b126e0,,,,,3332462.2510376,9930.689699245
129,1020413.70883363,5455.21936731,140,140,R1D-M,5455.21936731,,SINGLE-UNIT DETACHED RESIDENTIAL MODERATE DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,f40e1fc0-0475-4caa-994c-fe52d532c825,,,,,1020413.70880127,5455.2193673027
130,602005.39808886,5134.05483003,141,141,LNC,5134.05483003,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,a3b837b5-efdc-44e9-a126-139c5a0d21a3,,,,,602005.397949219,5134.0548300731
131,169706.68059656,1758.78670629,142,142,R2-L,1758.78670629,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,28a6236c-897f-48cd-b5f9-5d64333d3fcd,,,,,169706.680603027,1758.78670629041
132,190693.92695797,2396.88257743,143,143,R1D-M,2396.88257743,,SINGLE-UNIT DETACHED RESIDENTIAL MODERATE DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,cfb6a33e-cf7a-4a32-9e3f-c0042505c162,,,,,190693.927093506,2396.8825774535
133,324379.24940676,2462.02733418,144,144,RP,2462.02733418,,RESIDENTIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved,1ac688a8-48fa-4e7a-8389-f680f01a646d,,,,,324379.249450684,2462.02733418271
